rsmi,psmi,ea,dh
[C:1]([c:2]1[c:3]([H:10])[n:4]([H:11])[c:5]([H:12])[n:6]1)([H:7])([H:8])[H:9],[C:1]([C:2]1=[C:3]([H:10])[N:4]([H:11])[C:5][N:6]1[H:12])([H:7])([H:8])[H:9],68.2980979583951,25.9243391114957
[O:1]([c:2]1[c:3]([H:9])[n:4][n:5][c:6]([H:10])[n:7]1)[H:8],[O:1]([c:2]1[c:3]([H:9])[n:4]2[n:5][c:6]([H:10])[n:7]12)[H:8],118.564896154496,87.2497009225749
[C:1]([C:2]([n:3]1[c:4]([H:13])[c:5]([H:14])[n:6][c:7]1[H:15])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2]([N:3]=[C:7]=[N:6][H:15])([H:11])[H:12])([H:8])([H:9])[H:10].[C:4](#[C:5][H:14])[H:13],136.411338508269,62.17528321595589
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[N:4]([H:13])[C:5]1=[O:6])([H:7])([H:8])[H:9],[C:1]([C:2]([C:5]([N+:4](=[C-:3][H:12])[H:13])=[O:6])([H:10])[H:11])([H:7])([H:8])[H:9],84.8483810373544,43.552448950681
[C:1]([O:2][C:3]1([H:10])[C:4]([H:11])([H:12])[O:5][C:6]1([H:13])[H:14])([H:7])([H:8])[H:9],[C:1]([O:2][C@@:3]([C:4][H:11])([C:6]([O:5][H:12])([H:13])[H:14])[H:10])([H:7])([H:8])[H:9],75.4354745209905,71.65419929311891
[C:1]([C:2]([C:3](=[O:4])[N:5]([H:11])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8],[C+:2](=[C:3]([O-:4])[N:5]([H:11])[H:12])[H:9].[C:1]([H:6])([H:7])([H:8])[H:10],98.5201486433419,90.84311275011233
[C:1]([C:2]([C:3]([C@@:4]1([H:15])[C:5]([H:16])([H:17])[C@:6]1([O:7][H:19])[H:18])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2](=[C:3]([H:13])[H:14])[H:11])([H:8])([H:9])[H:10].[C:4]1([H:15])=[C:5]([H:17])[C:6]1([O:7][H:19])[H:18].[H:12][H:16],108.891019154992,69.687652206112
[C:1]([C:2]([C:3]#[C:4][H:10])([H:8])[H:9])([H:5])([H:6])[H:7],[C:1]([C:2](=[C:3]=[C:4]([H:9])[H:10])[H:8])([H:5])([H:6])[H:7],62.86239659062329,-3.21821224620007
[o:1]1[c:2]([H:6])[c:3]([H:7])[c:4]([H:8])[n:5]1,[O:1]([C+:2]=[C:3]([C:4](=[N-:5])[H:8])[H:7])[H:6],91.3854529169084,77.96377586742041
[C:1]([C:2]1([C:3]([O:4][H:12])([H:10])[H:11])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])([H:7])([H:8])[H:9],[C:1]([C:2](=[C:3]([H:10])[H:11])[C:5]([C:6]([O:4][H:12])([H:15])[H:16])([H:13])[H:14])([H:7])([H:8])[H:9],86.33283478815409,-3.35664829831564
[C:1]([n:2]1[c:3]([H:11])[c:4]([C:5]([H:12])([H:13])[H:14])[n:6][n:7]1)([H:8])([H:9])[H:10],[C:1]([N+:2]([C:3](=[C:4]=[N:6][C:5]([H:12])([H:13])[H:14])[H:11])=[N-:7])([H:8])([H:9])[H:10],127.646889403906,73.97572835555691
[N:1]([c:2]1[n:3][n:4]([H:10])[c:5]([O:6][H:11])[n:7]1)([H:8])[H:9],[N:1]([C:2]1=[N:7][C@@:5]2([O:6][H:11])[N:3]1[N:4]2[H:10])([H:8])[H:9],76.3281242647836,71.987274189371
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C:3]([H:10])([H:11])[C:4]([H:12])([H:13])[O:5][C@@:6]12[H:14],[C:1](/[C:2](=[C:3](\[C:4]([H:10])([H:12])[H:13])[H:11])[H:9])([C:6](=[O:5])[H:14])([H:7])[H:8],67.59096543275389,-11.9551741384428
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[C:5]1=[O:6])([H:7])([H:8])[H:9],[C:1]([C+:2]=[C:5]([C:4]([C:3]([H:10])([H:11])[H:12])([H:13])[H:14])[O-:6])([H:7])([H:8])[H:9],69.6011766502168,62.4217872399048
[C:1]([n:2]1[c:3]([H:11])[c:4]([C:5]([H:12])([H:13])[H:14])[c:6]([H:15])[n:7]1)([H:8])([H:9])[H:10],[C:1]([C@:3]1([H:11])[N:2]=[N:7][C:6]([H:15])=[C:4]1[C:5]([H:12])([H:13])[H:14])([H:8])([H:9])[H:10],66.7218730316862,22.0143058936602
[O:1]([N:2]=[C:3]1[C:4]([H:8])([H:9])[N:5]([H:10])[C:6]1([H:11])[H:12])[H:7],[O:1]([N:2]=[C:3]1[C:4]([H:8])([H:9])[N+:5]([H:10])([H:12])[C-:6]1[H:11])[H:7],67.1401681211939,41.9813015961221
[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[N:4]([H:12])[C:5]([H:13])([H:14])[C:6]1=[O:7])[H:8],[O:1]1[C@@:2]2([H:9])[C:3]([H:10])([H:11])[N:4]([H:12])[C:5]([H:13])([H:14])[C@@:6]12[O:7][H:8],54.475381445905896,16.9465745572181
[O:1]=[C:2]([C:3]([C:4]([C:5]1([H:13])[C:6]([H:14])([H:15])[C:7]1([H:16])[H:17])([H:11])[H:12])([H:9])[H:10])[H:8],[C:4]1([H:11])([H:12])[C@:5]2([H:13])[C@@:6]1([H:14])[C:7]2([H:16])[H:17].[O:1]([C:2](=[C:3]([H:9])[H:10])[H:8])[H:15],90.4427859390674,45.0943752308864
[N:1]([c:2]1[n:3][c:4]([O:5][H:10])[c:6]([H:11])[n:7]1[H:12])([H:8])[H:9],[N:1]([C:2]1=[N+:3]=[C-:4][C@:6]([O:5][H:10])([H:11])[N:7]1[H:12])([H:8])[H:9],95.3124474548632,57.13557792988001
[C:1]([C@@:2]([O:3][H:11])([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)[H:10])([H:7])([H:8])[H:9],[C:1]([C@@:2]1([H:10])[O:3][C@@:4]1([C:5]([O:6][H:11])([H:13])[H:14])[H:12])([H:7])([H:8])[H:9],57.4043700045426,-0.846729129767991
[C:1]([O:2][C:3]([C@@:4]([C:5]([H:14])([H:15])[H:16])([C:6]#[N:7])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([O:2][C:3]([C@@:4]([C:5]([H:14])([H:15])[H:16])([N+:7]#[C-:6])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],58.537701907759,19.5705647803112
[C:1]([n:2]1[c:3]([H:11])[c:4]([H:12])[c:5]([H:13])[c:6]1[N:7]([H:14])[H:15])([H:8])([H:9])[H:10],[C-:1]([N+:2]1=[C:6]([N:7]([H:14])[H:15])[C:5]([H:10])([H:13])[C:4]([H:12])=[C:3]1[H:11])([H:8])[H:9],101.134169605234,53.26034957037311
[C:1]([C:2]([C@@:3]1([H:13])[C:4]([H:14])([H:15])[C@@:5]2([H:16])[C:6]([H:17])([H:18])[C@@:7]12[H:19])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C@:2]1([H:11])[C@@:3]2([H:13])[C:4]([H:14])([H:15])[C@@:5]3([H:16])[C@:6]1([H:18])[C@@:7]23[H:19])([H:8])([H:9])[H:10].[H:12][H:17],155.220157061959,36.4429483272609
[C:1]([c:2]1[c:3]([H:10])[c:4]([H:11])[c:5]([H:12])[o:6]1)([H:7])([H:8])[H:9],[C:1](=[C:2]1[C:3]([H:10])=[C:4]([H:11])[C:5]([H:7])([H:12])[O:6]1)([H:8])[H:9],90.6988847829999,17.003784585575097
[O:1]([C:2]([C@@:3]1([H:11])[O:4][C@@:5]2([H:12])[C:6]([H:13])([H:14])[C@@:7]12[H:15])([H:9])[H:10])[H:8],[O:1]([C:2]([C@@:3]1([H:11])[O:4][C:5]([H:12])([H:13])[C:6]([H:14])=[C:7]1[H:15])([H:9])[H:10])[H:8],66.61267275381721,-27.8838891439598
[O:1]([c:2]1[n:3][o:4][n:5][n:6]1)[H:7],[O:1]([C:2]#[N:3])[H:7].[O:4]=[N+:5]=[N-:6],44.5851431052903,-7.06729413606709
[N:1](=[C:2]1[O:3][C:4]([H:8])([H:9])[C:5]([H:10])([H:11])[O:6]1)[H:7],[C:4](=[C:5]([H:10])[H:11])([H:8])[H:9].[N:1]1([H:7])[C:2](=[O:6])[O:3]1,101.544012343418,62.3228608829757
[C:1]([C:2]([O:3][C:4](=[O:5])[C:6]([H:12])([H:13])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1](=[C:2]([H:10])[H:11])([H:8])[H:9].[O:3]=[C:4]([O:5][H:7])[C:6]([H:12])([H:13])[H:14],48.8691284352973,14.3115803549088
[C:1]([C:2]([O:3]/[C:4](=[N:5]/[H:13])[C:6]#[N:7])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([N:5]([C:4]([O+:3]=[C:2]([H:11])[H:12])=[C:6]=[N-:7])[H:13])([H:8])([H:9])[H:10],126.658098291802,66.6739396407305
[C:1]([C:2]([N:3]1[C:4]([H:12])([H:13])[C@:5]1([C:6]([H:15])([H:16])[H:17])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1](=[C:2]([H:10])[H:11])([H:8])[H:9].[H:7][H:14].[N:3]1=[C:5]([C:6]([H:15])([H:16])[H:17])[C:4]1([H:12])[H:13],90.2073080506576,51.7697491403288
[C:1]1([H:5])([H:6])[C:2]([H:7])([H:8])[O:3][C:4]1([H:9])[H:10],[C:1]([C:2]([O+:3]=[C-:4][H:10])([H:7])[H:8])([H:5])([H:6])[H:9],84.54526775811671,46.2627415993748
[C:1]([C:2]([C:3](=[O:4])[H:11])([C:5](=[O:6])[H:12])[H:10])([H:7])([H:8])[H:9],[C-:5]#[O+:6].[C:1](=[C:2]([C:3](=[O:4])[H:11])[H:10])([H:7])[H:9].[H:8][H:12],69.399126724866,29.047727531433395
[N:1]#[C:2][c:3]1[n:4][c:5]([H:8])[c:6]([H:9])[n:7]1[H:10],[N:1]#[C:2]/[C:3]([N:4]1[C:5]([H:8])=[C:6]1[H:9])=[N:7]\[H:10],112.619406575862,90.5727562966314
[C:1]([N:2]([C@@:3]([C:4]([O:5][H:15])([H:13])[H:14])([C:6]#[N:7])[H:12])[H:11])([H:8])([H:9])[H:10],[C+:1]([N:2]([C:3]([C:4]([O:5][H:15])([H:13])[H:14])=[C:6]=[N-:7])[H:11])([H:8])[H:9].[H:10][H:12],66.1837689974868,48.6206356204224
[O:1]([C:2]([c:3]1[n:4][n:5]([H:11])[c:6]([H:12])[n:7]1)([H:9])[H:10])[H:8],[C:6](#[N:7])[H:12].[O:1]([C:2]([C:3]#[N+:4][N-:5][H:11])([H:9])[H:10])[H:8],89.1581080286866,72.43337532878121
[C:1]([C:2]#[C:3][C:4]([C@@:5]1([H:13])[C:6]([H:14])([H:15])[N:7]1[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1](=[C:2]=[C:3]=[C:4]([H:11])[H:12])([H:8])[H:9].[C:5]1([H:10])([H:13])[C:6]([H:14])([H:15])[N:7]1[H:16],106.993850064478,32.675125642185606
[C:1](#[C:2][C@:3]12[C:4]([H:9])([H:10])[C@@:5]1([H:11])[O:6][C:7]2([H:12])[H:13])[H:8],[C:1](#[C:2][C:3]1([C:4][H:9])[C:5]([H:10])([H:11])[O:6][C:7]1([H:12])[H:13])[H:8],68.829957664655,68.0393640238729
[C:1]1([H:8])([H:9])[C@:2]2([H:10])[O:3][C@:4]3([H:11])[C:5]([H:12])([H:13])[N:6]1[C@:7]23[H:14],[C:1]([C@@:2]12[O:3][C@@:4]3([H:11])[C:5]([H:12])([H:13])[N:6]1[C@@:7]23[H:14])([H:8])([H:9])[H:10],101.924261644047,-2.2071738309931
[C:1]([C@@:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C:5]([H:13])=[C:6]1[H:14])([H:7])([H:8])[H:9],[C:1]([C@:5]1([H:13])[C:4]([H:11])([H:12])[O:3][C:2]([H:10])=[C:6]1[H:14])([H:7])([H:8])[H:9],92.3868922353779,-0.684007202229401
[C:1](/[C:2](=[N:3]\[O:4][H:11])[C@@:5]1([H:12])[C:6]([H:13])([H:14])[O:7]1)([H:8])([H:9])[H:10],[C:1]([C:2]1=[C:5]([C:6]([O:7][H:12])([H:13])[H:14])[N:3]1[O:4][H:11])([H:8])([H:9])[H:10],67.64767230322579,33.7034000973703
[N:1]#[C:2][C:3]([C@@:4]1([H:9])[C:5]([H:10])([H:11])[N:6]1[H:12])([H:7])[H:8],[N+:1](#[C-:2])[C:3]([C@@:4]1([H:9])[C:5]([H:10])([H:11])[N:6]1[H:12])([H:7])[H:8],59.8241138069479,21.1551567314725
[O:1]([C:2]([C@@:3]1([C:6](=[O:7])[H:14])[C:4]([H:11])([H:12])[N:5]1[H:13])([H:9])[H:10])[H:8],[O:1]([C:2]([C@@:3]1([C:6][O:7][H:14])[C:4]([H:11])([H:12])[N:5]1[H:13])([H:9])[H:10])[H:8],78.8531188263025,50.5002230939987
[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C@@:4]2([O:5][H:12])[C:6]([H:13])([H:14])[C@@:7]12[H:15])[H:8],[O:1]([C@@:2]([C:3]([C:4]([O:5][H:12])=[C:6]([H:13])[H:14])([H:10])[H:11])([C:7][H:15])[H:9])[H:8],73.1054591838368,70.2374678004176
[C:1]([c:2]1[c:3]([H:10])[n:4][n:5][o:6]1)([H:7])([H:8])[H:9],[C:1]([C:2]([C:3]1([H:10])[N:4]=[N:5]1)=[O:6])([H:7])([H:8])[H:9],37.464795719123295,9.13164815366708
[N:1]([c:2]1[n:3][o:4][n:5][c:6]1[H:9])([H:7])[H:8],[N:1]([C:2]#[N+:3][O-:4])([H:7])[H:8].[N:5]#[C:6][H:9],56.533532679987005,29.6869812385455
[N:1]#[C:2][c:3]1[c:4]([H:8])[o:5][c:6]([H:9])[c:7]1[H:10],[N:1]#[C:2][C@:3]([C:4](=[O:5])[H:8])([C:7]#[C:6][H:9])[H:10],93.9086502734854,42.8246514434423
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[O:4][C@:5]1([C:6]([H:14])([H:15])[H:16])[H:13])([H:7])([H:8])[H:9],[C:1]([C:2]([C@@:5]([O+:4]=[C-:3][H:12])([C:6]([H:14])([H:15])[H:16])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],83.5676462878395,48.8055698216401
[O:1]=[C:2]([C:3]([C:4]([C:5]1([H:13])[C:6]([H:14])([H:15])[C:7]1([H:16])[H:17])([H:11])[H:12])([H:9])[H:10])[H:8],[O:1]1[C@@:2]([C:3]([C:4]([C:5](=[C:7]([H:16])[H:17])[H:13])([H:11])[H:12])([H:9])[H:10])([H:8])[C:6]1([H:14])[H:15],77.297264781635,20.7071022279034
[O:1]=[C:2]([C:3]([N:4]1[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])([H:8])[H:9])[H:7],[O:1]=[C:2]([C:3]([N+:4]1([H:12])[C:5]([H:10])([H:11])[C-:6]1[H:13])([H:8])[H:9])[H:7],67.409785139436,54.819335745255394
[C:1]([N:2]([C:3](=[O:4])[C:5](=[O:6])[H:11])[H:10])([H:7])([H:8])[H:9],[C:1]([O:4]/[C:3](=[N:2]/[H:10])[C:5](=[O:6])[H:11])([H:7])([H:8])[H:9],77.80547667004309,19.6294986255593
[C:1]([C@@:2]1([O:3][H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C:6]1=[O:7])([H:8])([H:9])[H:10],[C:1]([C:2](=[O:3])[C:6]1([O:7][H:11])[C:4]([H:12])([H:13])[C:5]1([H:14])[H:15])([H:8])([H:9])[H:10],32.824814342804295,1.27877874115488
[C:1](#[C:2][C@:3]12[C:4]([H:9])([H:10])[C@@:5]1([H:11])[O:6][C:7]2([H:12])[H:13])[H:8],[C:1](#[C:2][C@@:3]1([H:11])[C:4]([H:9])([H:10])[C-:5]=[O+:6][C:7]1([H:12])[H:13])[H:8],57.920526420424,9.49420965621872
[N:1]#[C:2][C@@:3]1([H:8])[O:4][C@@:5]2([H:9])[C:6]([H:10])([H:11])[C@@:7]12[H:12],[N:1]1([H:11])[C:2][C@@:3]2([H:8])[O:4][C@@:5]3([H:9])[C@:6]1([H:10])[C@@:7]23[H:12],96.522970318787,41.49825779457471
[C:1]([C@@:2]1([O:3][H:11])[C:4]([H:12])([H:13])[C@@:5]2([H:14])[O:6][C@@:7]12[H:15])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([O:3][H:11])[C:4]([H:12])([H:13])[O:6][C@@:7]1([C:5][H:14])[H:15])([H:8])([H:9])[H:10],109.391981245278,71.57860779669059
[C:1]([C@@:2]1([C:3]([C:4]#[N:5])([H:11])[H:12])[C:6]([H:13])([H:14])[N:7]1[H:15])([H:8])([H:9])[H:10],[C:1]([C:2](=[C:3]([H:11])[H:12])[C:6]([N:7]([C:4]#[N:5])[H:15])([H:13])[H:14])([H:8])([H:9])[H:10],70.3419759040777,-0.7888195756147041
[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C@@:4]1([H:14])[C:5]([H:15])([H:16])[O:6]1)[H:10])([H:7])([H:8])[H:9],[C:1](=[C:2]([C:3]([H:11])([H:12])[H:13])[H:10])([H:8])[H:9].[C:4]([C:5]([H:7])([H:15])[H:16])(=[O:6])[H:14],77.9107448381165,-1.9950788748614696
[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[C:6]2([H:15])[H:16])([H:7])([H:8])[H:9],[C:1]([C@:2]1([H:11])[C@:4]([C:3][H:10])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])([H:7])([H:8])[H:9],67.22679130375461,66.4212212820666
[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[O:4][C@:5]([C:6]([H:15])([H:16])[H:17])([H:14])[O:7]1)([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([O:4][H:11])([H:12])[H:13])=[O+:7][C-:5]([C:6]([H:15])([H:16])[H:17])[H:14])([H:8])([H:9])[H:10],93.1293549329493,67.8899911752084
[C:1]([O:2][C:3]([C:4]([O:5][H:13])([H:11])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8],[C:1]([O:2][C:3](=[C:4]([H:11])[H:12])[H:10])([H:6])([H:7])[H:8].[O:5]([H:9])[H:13],71.7133166620166,6.39740378304716
[C:1]([C:2]([C:3]([H:11])([H:12])[H:13])([C:4]([C:5]#[C:6][H:16])([H:14])[H:15])[H:10])([H:7])([H:8])[H:9],[C:1]([C:2](=[C:3]([H:11])[H:13])[H:10])([H:7])([H:8])[H:9].[C:4](=[C:5]=[C:6]([H:12])[H:16])([H:14])[H:15],59.31787053204911,18.6829342445881
[N:1]([c:2]1[c:3]([H:9])[n:4]([H:10])[c:5]([H:11])[n:6]1)([H:7])[H:8],[N:1]([C:2](/[C:3](=[N:4]/[H:10])[H:9])=[N+:6]=[C-:5][H:11])([H:7])[H:8],70.2788383245459,67.7253818120466
[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[O:4][C@:5]1([C:6]#[C:7][H:15])[H:14])([H:8])([H:9])[H:10],[C:1](=[C:2]([C:3]([O:4][C:5]1([H:14])[C:6]([H:9])=[C:7]1[H:15])([H:12])[H:13])[H:11])([H:8])[H:10],84.68981769107359,15.7730615262387
[N:1]#[C:2][C@@:3]1([H:8])[C:4]([H:9])([H:10])[C@@:5]2([H:11])[C:6]([H:12])([H:13])[N:7]12,[N:1]#[C:2][C@@:3]1([H:8])[C:4]([H:9])([H:10])[C-:5]2[C:6]([H:12])([H:13])[N+:7]12[H:11],60.960885613590605,48.02515276148621
[O:1]=[C:2]([n:3]1[c:4]([H:9])[n:5][c:6]([H:10])[n:7]1)[H:8],[O+:1]#[C-:2].[n:3]1[c:4]([H:9])[n:5]([H:8])[c:6]([H:10])[n:7]1,63.6878400512667,10.1951859777303
[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[O:5][C:6]2([H:13])[H:14])([H:7])([H:8])[H:9],[C:1](=[C:2]1[C:3]([H:10])([H:11])[C@@:4]2([H:12])[O:5][C@@:6]12[H:14])([H:7])[H:8].[H:9][H:13],102.751073149377,29.484163253185105
[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])([H:12])[C@:5]1([H:13])[C:6]([H:14])([H:15])[O:7]2,[C:1]([O:2][C@:3]1([H:10])[C:4]([H:11])([H:12])[C:5][C:6]([H:14])([H:15])[O:7]1)([H:8])([H:9])[H:13],80.68121574582159,72.74308843109809
[C:1]1([H:8])([H:9])[N:2]([H:10])[C@:3]12[C@:4]1([H:11])[C:5]([H:12])([H:13])[C@@:6]2([H:14])[O:7]1,[C:1]([N:2]([C@@:3]1([H:8])[C@:4]2([H:11])[C:5]([H:12])([H:13])[C@@:6]1([H:14])[O:7]2)[H:10])[H:9],71.56631252430321,22.1505552818699
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[O:4][C@:5]1([C:6]([H:14])([H:15])[H:16])[H:13])([H:7])([H:8])[H:9],[C:1](/[C:2](=[C:5](\[C:6]([H:14])([H:15])[H:16])[H:13])[H:10])([H:7])([H:8])[H:9].[C:3](=[O:4])([H:11])[H:12],62.3351415599646,7.11555748273875
[C:1]([C:2]([n:3]1[c:4]([H:13])[c:5]([H:14])[n:6][c:7]1[H:15])([H:11])[H:12])([H:8])([H:9])[H:10],[C:1]([C:2](/[N:3]=[C:7](/[N:6]1[C:4]([H:13])=[C:5]1[H:14])[H:15])([H:11])[H:12])([H:8])([H:9])[H:10],112.843160367092,90.7077359993202
[c:1]1([H:7])[c:2]([H:8])[c:3]([H:9])[n:4][c:5]([H:10])[c:6]1[H:11],[C:1](=[C:2]([C:3](=[N+:4]=[C-:5][H:10])[H:9])[H:8])=[C:6]([H:7])[H:11],153.78393604159902,89.6507199799013
[O:1]=[C:2]([c:3]1[n:4][c:5]([H:9])[n:6][o:7]1)[H:8],[O:1]=[C:2]([O:7][N:6]=[C:5]([N+:4]#[C-:3])[H:9])[H:8],77.26873670771859,33.419451864104
[C:1]([n:2]1[c:3]([H:11])[c:4]([H:12])[c:5]([H:13])[c:6]1[N:7]([H:14])[H:15])([H:8])([H:9])[H:10],[C:1]([N+:2]1([H:15])[C-:3]([H:11])[C:4]([H:12])=[C:5]([H:13])[C:6]1=[N:7][H:14])([H:8])([H:9])[H:10],75.0768742653839,46.76799527438129
[C:1]1([H:8])([H:9])[O:2][C@@:3]2([H:10])[C:4]([H:11])([H:12])[C@:5]1([H:13])[C:6]([H:14])([H:15])[O:7]2,[C:1]1([H:8])([H:9])[O:2][C:6]([H:14])([H:15])[C:5]1([C:4]([C:3](=[O:7])[H:10])([H:11])[H:12])[H:13],84.8717673332219,17.293263121573602
[O:1]([C:2]([C:3]([C:4](=[O:5])[H:11])([H:9])[H:10])([H:7])[H:8])[H:6],[C:2](=[C:3]([C:4](=[O:5])[H:11])[H:10])([H:7])[H:8].[O:1]([H:6])[H:9],56.72914243715029,7.09963045334625
[C:1]([O:2][C:3]([C:4]#[C:5][C:6]([H:12])([H:13])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([O:2][C:3](=[C:4]=[C:5]([C:6]([H:12])([H:13])[H:14])[H:10])[H:11])([H:7])([H:8])[H:9],74.1836909500059,-2.5409119937416
[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C:4]([H:14])([H:15])[O:5][C:6]([H:16])=[N:7]1)([H:8])([H:9])[H:10],[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[C-:4]([H:15])[O+:5]=[C:6]([H:16])[N:7]1[H:14])([H:8])([H:9])[H:10],81.88418564487951,61.1440855266949
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C:4]#[C:5][C:6](=[O:7])[H:15])[H:11])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([O+:7]=[C:6]([C:5]#[C-:4])[H:15])[H:11])([H:8])([H:9])[H:10],96.1013825741511,53.86143417976309
[O:1]([C@@:2]1([H:8])[C@@:3]2([H:9])[C:4]([H:10])([H:11])[O:5][C@@:6]12[H:12])[H:7],[H:7][H:11].[O:1]=[C:2]([C@@:6]1([H:12])[C:3]([H:9])=[C:4]([H:10])[O:5]1)[H:8],62.652675030758296,14.416683139416
[O:1]([C:2]1([C:3]([C:4](=[O:5])[H:11])([H:9])[H:10])[C:6]([H:12])([H:13])[C:7]1([H:14])[H:15])[H:8],[C:3](=[C:4]([O:5][H:8])[H:11])([H:9])[H:10].[O:1]=[C:2]1[C:6]([H:12])([H:13])[C:7]1([H:14])[H:15],46.25096226942291,26.9034885762866
[C:1]([C:2]([C@@:3]([C:4]([H:13])([H:14])[H:15])([C:5](=[O:6])[H:16])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2](/[C:3](=[C:5](\[O:6][C:4]([H:13])([H:14])[H:15])[H:16])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],101.707702778717,24.483471954170103
[C:1]([C:2]1=[C:3]([H:11])[C:4]([H:12])([H:13])[C@@:5]2([H:14])[O:6][C@@:7]12[H:15])([H:8])([H:9])[H:10],[C:1]([C@:2]1([C:7](=[O:6])[H:15])[C@@:3]2([H:11])[C:4]([H:12])([H:13])[C@@:5]12[H:14])([H:8])([H:9])[H:10],71.22530405491159,18.2858158081203
[C:1](#[C:2][C:3]([C:4]1([H:10])[C:5]([H:11])([H:12])[C:6]1([H:13])[H:14])([H:8])[H:9])[H:7],[C:1](=[C:2]=[C:3]([H:8])[H:9])([H:7])[H:13].[C:4]1([H:10])=[C:6]([H:14])[C:5]1([H:11])[H:12],71.9532230685632,44.1647144716955
[O:1]([C:2]([C:3]#[C:4][C@@:5]1([H:11])[C:6]([H:12])([H:13])[N:7]1[H:14])([H:9])[H:10])[H:8],[O:1]([C:2]([C:3]#[C:4]/[C:5](=[N:7]/[C:6]([H:12])([H:13])[H:14])[H:11])([H:9])[H:10])[H:8],66.1656671348396,-10.362820024689
[N:1]([C:2](=[O:3])[C:4]([C:5]#[N:6])([H:9])[H:10])([H:7])[H:8],[N:1]([C:2]([O:3][C:5]#[N:6])=[C:4]([H:9])[H:10])([H:7])[H:8],85.9434589374522,44.15969572109029
[O:1]([C:2]([C:3]([O:4]/[C:5](=[N:6]/[H:13])[H:12])([H:10])[H:11])([H:8])[H:9])[H:7],[O:1]([C:2]([O:4][C:3]([N:6]([C:5][H:12])[H:13])([H:10])[H:11])([H:8])[H:9])[H:7],142.276386602327,46.6471400609062
[C:1]([c:2]1[c:3]([H:10])[o:4][n:5][n:6]1)([H:7])([H:8])[H:9],[C:1]([C:2]#[C:3][H:10])([H:7])([H:8])[H:9].[O:4]=[N+:5]=[N-:6],71.5882385599042,36.7425914705394
[O:1]([C:2]([C:3]([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)([H:10])[H:11])([H:8])[H:9])[H:7],[O:1]([C:2]([C:3]([C@@:4]([C:5][H:14])([O:6][H:13])[H:12])([H:10])[H:11])([H:8])[H:9])[H:7],72.4521727642278,68.22326952717209
[C:1]([N:2]([C:3](=[O:4])[O:5][C:6]([H:11])([H:12])[H:13])[H:10])([H:7])([H:8])[H:9],[C:1](=[N:2][H:10])([H:7])[H:9].[C:3](=[O:4])([O:5][C:6]([H:11])([H:12])[H:13])[H:8],106.415409793239,32.321598584864304
